Vendor Name,Vendor Email,Order Number,Store Name,Delivery Date,Product Name,Product Description,Category,Unit of Measurement,Quantity,Price per Unit,Expiration Date
Watts-Brown,rgiles@example.net,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,ABC Foodmart - Bay Ridge,2/5/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,86,57.69,10/26/2025
Watts-Brown,rgiles@example.net,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,ABC Foodmart - Bay Ridge,2/5/2025,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,pieces,9,74.1,12/9/2025
Watts-Brown,rgiles@example.net,605542e6-6b5f-4c13-bfff-8cfde22e6bcb,ABC Foodmart - Bay Ridge,2/5/2025,Croissant,"High-quality bakery item, Croissant, sourced responsibly.",bakery,pieces,39,36.82,11/3/2025
Wang-Combs,jefferygalvan@example.org,92c90d4e-a614-4d20-a356-0dd01653d440,ABC Foodmart - Bay Ridge,3/18/2025,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,pieces,42,63.32,10/3/2025
Wang-Combs,jefferygalvan@example.org,92c90d4e-a614-4d20-a356-0dd01653d440,ABC Foodmart - Bay Ridge,3/18/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,ml,81,70.17,8/11/2025
Wang-Combs,jefferygalvan@example.org,92c90d4e-a614-4d20-a356-0dd01653d440,ABC Foodmart - Bay Ridge,3/18/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,55,7.06,12/21/2025
Wang-Combs,jefferygalvan@example.org,92c90d4e-a614-4d20-a356-0dd01653d440,ABC Foodmart - Bay Ridge,3/18/2025,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,pieces,30,56.8,8/25/2025
Wang-Combs,jefferygalvan@example.org,92c90d4e-a614-4d20-a356-0dd01653d440,ABC Foodmart - Bay Ridge,3/18/2025,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,22,95.68,12/31/2025
Matthews LLC,guerreroconnie@example.net,2f94d132-8b5e-48cf-9594-dcab81892367,ABC Foodmart - Whitestone,8/27/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,pieces,73,41.46,11/5/2024
Matthews LLC,guerreroconnie@example.net,2f94d132-8b5e-48cf-9594-dcab81892367,ABC Foodmart - Whitestone,8/27/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,88,79.03,7/14/2025
Matthews LLC,guerreroconnie@example.net,2f94d132-8b5e-48cf-9594-dcab81892367,ABC Foodmart - Whitestone,8/27/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,9,51.38,11/10/2024
Matthews LLC,guerreroconnie@example.net,2f94d132-8b5e-48cf-9594-dcab81892367,ABC Foodmart - Whitestone,8/27/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,pieces,2,17.5,4/30/2025
Matthews LLC,guerreroconnie@example.net,2f94d132-8b5e-48cf-9594-dcab81892367,ABC Foodmart - Whitestone,8/27/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,pieces,13,60.71,1/11/2025
Cole Group,sanchezkyle@example.com,5456d1a6-6018-4295-adee-547da69bbe53,ABC Foodmart - Staten Island,10/28/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,kg,80,93.64,12/27/2024
Cole Group,sanchezkyle@example.com,5456d1a6-6018-4295-adee-547da69bbe53,ABC Foodmart - Staten Island,10/28/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,46,39.47,2/16/2025
Cole Group,sanchezkyle@example.com,5456d1a6-6018-4295-adee-547da69bbe53,ABC Foodmart - Staten Island,10/28/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,25,87.37,6/23/2025
Cole Group,sanchezkyle@example.com,5456d1a6-6018-4295-adee-547da69bbe53,ABC Foodmart - Staten Island,10/28/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,84,74.26,8/24/2025
Cole Group,sanchezkyle@example.com,5456d1a6-6018-4295-adee-547da69bbe53,ABC Foodmart - Staten Island,10/28/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,79,95.33,5/20/2025
Blair-Chandler,racheljennings@example.org,2fb6d849-864a-413b-b225-4738ef1daf35,ABC Foodmart - Bay Ridge,10/27/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,pieces,7,16.01,12/1/2024
Blair-Chandler,racheljennings@example.org,2fb6d849-864a-413b-b225-4738ef1daf35,ABC Foodmart - Bay Ridge,10/27/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,pieces,100,36.21,11/9/2024
Blair-Chandler,racheljennings@example.org,2fb6d849-864a-413b-b225-4738ef1daf35,ABC Foodmart - Bay Ridge,10/27/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,ml,95,94.62,3/24/2025
Blair-Chandler,racheljennings@example.org,2fb6d849-864a-413b-b225-4738ef1daf35,ABC Foodmart - Bay Ridge,10/27/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,99,94.48,10/3/2025
Blair-Chandler,racheljennings@example.org,2fb6d849-864a-413b-b225-4738ef1daf35,ABC Foodmart - Bay Ridge,10/27/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,ml,24,31.51,4/12/2025
Ruiz Ltd,jescobar@example.net,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,ABC Foodmart - DUMBO,11/24/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,kg,96,64,4/7/2025
Ruiz Ltd,jescobar@example.net,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,ABC Foodmart - DUMBO,11/24/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,74,29.63,5/2/2025
Ruiz Ltd,jescobar@example.net,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,ABC Foodmart - DUMBO,11/24/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,21,15.31,4/18/2025
Ruiz Ltd,jescobar@example.net,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,ABC Foodmart - DUMBO,11/24/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,ml,95,51.38,2/13/2025
Ruiz Ltd,jescobar@example.net,0e0c3dbb-709b-4ba8-aee0-8b840bd51fb1,ABC Foodmart - DUMBO,11/24/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,pieces,85,63.87,12/24/2024
"Garcia, David and Mendoza",phillipcombs@example.net,0bd1f431-bbdf-4520-9be6-55ff3680922c,ABC Foodmart - DUMBO,10/24/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,33,83.95,3/12/2025
"Garcia, David and Mendoza",phillipcombs@example.net,0bd1f431-bbdf-4520-9be6-55ff3680922c,ABC Foodmart - DUMBO,10/24/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,25,53.23,12/30/2024
"Garcia, David and Mendoza",phillipcombs@example.net,0bd1f431-bbdf-4520-9be6-55ff3680922c,ABC Foodmart - DUMBO,10/24/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,ml,53,48.56,7/5/2025
"Garcia, David and Mendoza",phillipcombs@example.net,0bd1f431-bbdf-4520-9be6-55ff3680922c,ABC Foodmart - DUMBO,10/24/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,ml,3,55.08,6/22/2025
"Garcia, David and Mendoza",phillipcombs@example.net,0bd1f431-bbdf-4520-9be6-55ff3680922c,ABC Foodmart - DUMBO,10/24/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,84,63.79,5/21/2025
Anderson-Hart,matthew56@example.net,d05e5f7c-4416-4199-a36d-ff26e21a940d,ABC Foodmart - Whitestone,10/3/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,56,26.06,2/4/2025
Anderson-Hart,matthew56@example.net,d05e5f7c-4416-4199-a36d-ff26e21a940d,ABC Foodmart - Whitestone,10/3/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,75,20.72,3/29/2025
Anderson-Hart,matthew56@example.net,d05e5f7c-4416-4199-a36d-ff26e21a940d,ABC Foodmart - Whitestone,10/3/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,39,42.9,5/18/2025
Anderson-Hart,matthew56@example.net,d05e5f7c-4416-4199-a36d-ff26e21a940d,ABC Foodmart - Whitestone,10/3/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,58,99.43,4/25/2025
Anderson-Hart,matthew56@example.net,d05e5f7c-4416-4199-a36d-ff26e21a940d,ABC Foodmart - Whitestone,10/3/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,kg,42,66.28,5/14/2025
"Wallace, Brown and Garcia",moorepaul@example.net,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,ABC Foodmart - DUMBO,6/27/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,33,31.63,3/17/2025
"Wallace, Brown and Garcia",moorepaul@example.net,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,ABC Foodmart - DUMBO,6/27/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,51,13.29,6/16/2025
"Wallace, Brown and Garcia",moorepaul@example.net,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,ABC Foodmart - DUMBO,6/27/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,ml,10,37.56,6/7/2025
"Wallace, Brown and Garcia",moorepaul@example.net,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,ABC Foodmart - DUMBO,6/27/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,pieces,46,58.15,1/24/2025
"Wallace, Brown and Garcia",moorepaul@example.net,e901fbf8-8484-4fc6-bdcc-1a3b8f962963,ABC Foodmart - DUMBO,6/27/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,72,2.45,4/30/2025
Lowery-Abbott,darrylwilliams@example.net,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,ABC Foodmart - DUMBO,5/14/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,kg,83,96.29,1/16/2025
Lowery-Abbott,darrylwilliams@example.net,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,ABC Foodmart - DUMBO,5/14/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,33,80.32,1/19/2025
Lowery-Abbott,darrylwilliams@example.net,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,ABC Foodmart - DUMBO,5/14/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,34,90.3,10/2/2024
Lowery-Abbott,darrylwilliams@example.net,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,ABC Foodmart - DUMBO,5/14/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,43,42.01,12/17/2024
Lowery-Abbott,darrylwilliams@example.net,f86e88b6-4b00-45cb-9be7-fdb4f02fa671,ABC Foodmart - DUMBO,5/14/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,5,94.66,8/9/2024
"Jackson, Webb and Garcia",lbanks@example.com,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,ABC Foodmart - Staten Island,8/13/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,ml,9,57.19,8/4/2025
"Jackson, Webb and Garcia",lbanks@example.com,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,ABC Foodmart - Staten Island,8/13/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,pieces,73,8.38,9/20/2024
"Jackson, Webb and Garcia",lbanks@example.com,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,ABC Foodmart - Staten Island,8/13/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,pieces,81,4.86,4/16/2025
"Jackson, Webb and Garcia",lbanks@example.com,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,ABC Foodmart - Staten Island,8/13/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,29,70.38,9/16/2024
"Jackson, Webb and Garcia",lbanks@example.com,9fcd72ea-1b46-4ae3-ae05-430ed49903b8,ABC Foodmart - Staten Island,8/13/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,ml,94,8.26,10/19/2024
"Higgins, Marsh and Welch",hendersonmatthew@example.org,46e4ce12-38e0-4f02-b015-873942708613,ABC Foodmart - Tribeca,2/15/2025,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,kg,55,9.99,6/28/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,46e4ce12-38e0-4f02-b015-873942708613,ABC Foodmart - Tribeca,2/15/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,84,6.48,9/21/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,46e4ce12-38e0-4f02-b015-873942708613,ABC Foodmart - Tribeca,2/15/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,50,76.35,5/22/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,46e4ce12-38e0-4f02-b015-873942708613,ABC Foodmart - Tribeca,2/15/2025,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,32,92.41,9/27/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,46e4ce12-38e0-4f02-b015-873942708613,ABC Foodmart - Tribeca,2/15/2025,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,ml,10,63.62,7/2/2025
Taylor-Smith,lisa97@example.net,604fed1e-bd10-4375-b03c-230e88a656ff,ABC Foodmart - DUMBO,3/17/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,13,86.44,5/12/2025
Taylor-Smith,lisa97@example.net,604fed1e-bd10-4375-b03c-230e88a656ff,ABC Foodmart - DUMBO,3/17/2025,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,pieces,14,15.77,12/27/2025
Taylor-Smith,lisa97@example.net,604fed1e-bd10-4375-b03c-230e88a656ff,ABC Foodmart - DUMBO,3/17/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,6,38.46,12/12/2025
Taylor-Smith,lisa97@example.net,604fed1e-bd10-4375-b03c-230e88a656ff,ABC Foodmart - DUMBO,3/17/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,83,9.39,1/26/2026
Taylor-Smith,lisa97@example.net,604fed1e-bd10-4375-b03c-230e88a656ff,ABC Foodmart - DUMBO,3/17/2025,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,kg,18,29.91,6/10/2025
Sutton Ltd,clarkeddie@example.net,fd2393f2-22bf-481d-94ab-bcbbf15477a9,ABC Foodmart - Staten Island,1/1/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,pieces,56,33.98,1/28/2025
Sutton Ltd,clarkeddie@example.net,fd2393f2-22bf-481d-94ab-bcbbf15477a9,ABC Foodmart - Staten Island,1/1/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,66,28.09,6/5/2025
Sutton Ltd,clarkeddie@example.net,fd2393f2-22bf-481d-94ab-bcbbf15477a9,ABC Foodmart - Staten Island,1/1/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,78,81.95,7/1/2025
Sutton Ltd,clarkeddie@example.net,fd2393f2-22bf-481d-94ab-bcbbf15477a9,ABC Foodmart - Staten Island,1/1/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,6,22.17,2/14/2025
Sutton Ltd,clarkeddie@example.net,fd2393f2-22bf-481d-94ab-bcbbf15477a9,ABC Foodmart - Staten Island,1/1/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,1,61.93,7/20/2025
"Jackson, Maxwell and Stone",ffowler@example.net,63981b19-c4d4-465f-b59f-8abd146ae034,ABC Foodmart - Bay Ridge,7/1/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,55,59.76,11/28/2024
"Jackson, Maxwell and Stone",ffowler@example.net,63981b19-c4d4-465f-b59f-8abd146ae034,ABC Foodmart - Bay Ridge,7/1/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,12,75.54,1/26/2025
"Jackson, Maxwell and Stone",ffowler@example.net,63981b19-c4d4-465f-b59f-8abd146ae034,ABC Foodmart - Bay Ridge,7/1/2024,Cough Syrup,"High-quality pharmacy item, Cough Syrup, sourced responsibly.",pharmacy,ml,49,62.92,2/12/2025
"Jackson, Maxwell and Stone",ffowler@example.net,63981b19-c4d4-465f-b59f-8abd146ae034,ABC Foodmart - Bay Ridge,7/1/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,pieces,17,31.92,2/2/2025
"Jackson, Maxwell and Stone",ffowler@example.net,63981b19-c4d4-465f-b59f-8abd146ae034,ABC Foodmart - Bay Ridge,7/1/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,24,68.28,6/17/2025
Cole Group,sanchezkyle@example.com,0dc3449a-b648-4692-8e21-926d7113fce3,ABC Foodmart - Bay Ridge,10/20/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,ml,100,18.64,7/2/2025
Cole Group,sanchezkyle@example.com,0dc3449a-b648-4692-8e21-926d7113fce3,ABC Foodmart - Bay Ridge,10/20/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,pieces,65,68.04,6/30/2025
Cole Group,sanchezkyle@example.com,0dc3449a-b648-4692-8e21-926d7113fce3,ABC Foodmart - Bay Ridge,10/20/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,pieces,39,84.2,5/31/2025
Cole Group,sanchezkyle@example.com,0dc3449a-b648-4692-8e21-926d7113fce3,ABC Foodmart - Bay Ridge,10/20/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,70,69.84,12/8/2024
Cole Group,sanchezkyle@example.com,0dc3449a-b648-4692-8e21-926d7113fce3,ABC Foodmart - Bay Ridge,10/20/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,47,96.07,3/4/2025
Glover Ltd,valenzuelapaul@example.com,079d7067-deb3-4714-88d5-5280e1250744,ABC Foodmart - Whitestone,11/13/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,29,5.46,7/22/2025
Glover Ltd,valenzuelapaul@example.com,079d7067-deb3-4714-88d5-5280e1250744,ABC Foodmart - Whitestone,11/13/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,72,31.44,11/27/2024
Glover Ltd,valenzuelapaul@example.com,079d7067-deb3-4714-88d5-5280e1250744,ABC Foodmart - Whitestone,11/13/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,67,2.46,9/23/2025
Glover Ltd,valenzuelapaul@example.com,079d7067-deb3-4714-88d5-5280e1250744,ABC Foodmart - Whitestone,11/13/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,pieces,47,57.39,12/1/2024
Glover Ltd,valenzuelapaul@example.com,079d7067-deb3-4714-88d5-5280e1250744,ABC Foodmart - Whitestone,11/13/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,98,31.58,10/1/2025
Campbell Ltd,chelsea81@example.com,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,ABC Foodmart - Whitestone,7/12/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,ml,90,68.92,3/19/2025
Campbell Ltd,chelsea81@example.com,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,ABC Foodmart - Whitestone,7/12/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,pieces,48,37.56,11/26/2024
Campbell Ltd,chelsea81@example.com,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,ABC Foodmart - Whitestone,7/12/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,25,70.5,6/16/2025
Campbell Ltd,chelsea81@example.com,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,ABC Foodmart - Whitestone,7/12/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,43,11.18,8/24/2024
Campbell Ltd,chelsea81@example.com,e7cd73a8-fe4e-4b1c-84f2-ec3ce675bad3,ABC Foodmart - Whitestone,7/12/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,58,2.02,6/11/2025
"Garcia, David and Mendoza",phillipcombs@example.net,ee558070-73e8-4389-a309-34b57a6d60a7,ABC Foodmart - DUMBO,9/23/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,52,89.84,3/12/2025
"Garcia, David and Mendoza",phillipcombs@example.net,ee558070-73e8-4389-a309-34b57a6d60a7,ABC Foodmart - DUMBO,9/23/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,100,3.68,6/17/2025
"Garcia, David and Mendoza",phillipcombs@example.net,ee558070-73e8-4389-a309-34b57a6d60a7,ABC Foodmart - DUMBO,9/23/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,10,76.08,11/23/2024
"Garcia, David and Mendoza",phillipcombs@example.net,ee558070-73e8-4389-a309-34b57a6d60a7,ABC Foodmart - DUMBO,9/23/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,48,74.46,12/3/2024
"Garcia, David and Mendoza",phillipcombs@example.net,ee558070-73e8-4389-a309-34b57a6d60a7,ABC Foodmart - DUMBO,9/23/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,42,76.5,12/5/2024
Neal-Jones,rodney30@example.net,44091a62-6ad5-423e-ad65-1ed228954b12,ABC Foodmart - Tribeca,7/20/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,ml,44,64.9,4/27/2025
Neal-Jones,rodney30@example.net,44091a62-6ad5-423e-ad65-1ed228954b12,ABC Foodmart - Tribeca,7/20/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,80,47.6,11/21/2024
Neal-Jones,rodney30@example.net,44091a62-6ad5-423e-ad65-1ed228954b12,ABC Foodmart - Tribeca,7/20/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,kg,1,78.43,10/30/2024
Neal-Jones,rodney30@example.net,44091a62-6ad5-423e-ad65-1ed228954b12,ABC Foodmart - Tribeca,7/20/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,49,51.38,3/1/2025
